ht identifier,rights,oclc numbers,source institution record number,title,enumeration/chronology,publication date
mdp.39015045808964,ic,1757325,000045490,Contributions from the University of Michigan Herbarium.,v.14 1980,1980
mdp.39015045809111,ic,1757325,000045490,Contributions from the University of Michigan Herbarium.,v.15 1982,1982
mdp.39015061354570,ic,1757325,000045490,Contributions from the University of Michigan Herbarium.,v.24 2005,2005
mdp.39015061913912,ic,1757325,000045490,Contributions from the University of Michigan Herbarium.,v.25 2007,2007
inu.30000047497445,ic,1757325,2134427,Contributions from the University of Michigan Herbarium.,Index no.1-8 1939-1942,1942
inu.30000112638634,ic,1757325,2134427,Contributions from the University of Michigan Herbarium.,v.25 2007,2007
inu.30000121451714,ic,1757325,2134427,Contributions from the University of Michigan Herbarium.,"v.11,no.1 1978",1978
mdp.39015048680790,ic,34921602,000045498,Announcement ...,1947-55,1955
mdp.39015060280107,ic,34921602,000045498,Announcement ...,1955-69,1969
mdp.39015060280099,ic,34921602,000045498,Announcement ...,1937-46,1946
mdp.39015060280081,ic,34921602,000045498,Announcement ...,1925-37,1937
mdp.39015060280073,pdus,34921602,000045498,Announcement ...,1915-25,1925
mdp.39015060280065,pd,34921602,000045498,Announcement ...,1905-15,1915
mdp.39015077023888,pd,34921602,000045498,Announcement ...,1905-1906,1906
mdp.39015077023870,pd,34921602,000045498,Announcement ...,1906-1907,1907
mdp.39015077023862,pd,34921602,000045498,Announcement ...,1907-1908,1908
mdp.39015077023854,pd,34921602,000045498,Announcement ...,1908-1909,1909
mdp.39015077023847,pd,34921602,000045498,Announcement ...,1909-1910,1910
mdp.39015077023839,pd,34921602,000045498,Announcement ...,1910-1911,1911
mdp.39015077023821,pd,34921602,000045498,Announcement ...,1911-1912,1912
mdp.39015077023813,pd,34921602,000045498,Announcement ...,1912-1913,1913
mdp.39015077023805,pd,34921602,000045498,Announcement ...,1913-1914,1914
mdp.39015077023383,pd,34921602,000045498,Announcement ...,1914-1915,1915
mdp.39015077023375,pd,34921602,000045498,Announcement ...,1915-1916,1916
mdp.39015077023367,pd,34921602,000045498,Announcement ...,1916-1917,1917
mdp.39015077023359,pd,34921602,000045498,Announcement ...,1917-1918,1918
mdp.39015077024258,pd,34921602,000045498,Announcement ...,1918-1919,1919
mdp.39015077024266,pd,34921602,000045498,Announcement ...,1919-1920,1920
mdp.39015077024274,pd,34921602,000045498,Announcement ...,1920-1921,1921
mdp.39015077024282,pd,34921602,000045498,Announcement ...,1921-1922,1922
mdp.39015077024290,pdus,34921602,000045498,Announcement ...,1922-1923,1923
mdp.39015077024308,ic,34921602,000045498,Announcement ...,1923-1924,1924
mdp.39015077024316,ic,34921602,000045498,Announcement ...,1924-1925,1925
mdp.39015077024324,ic,34921602,000045498,Announcement ...,1925-1926,1926
mdp.39015077024340,ic,34921602,000045498,Announcement ...,1927-1928,1928
mdp.39015077024357,ic,34921602,000045498,Announcement ...,1928-1929,1929
mdp.39015077024365,ic,34921602,000045498,Announcement ...,1929-1930,1930
mdp.39015077024373,ic,34921602,000045498,Announcement ...,1930-1931,1931
mdp.39015077024381,ic,34921602,000045498,Announcement ...,1931-1932,1932
mdp.39015077024399,ic,34921602,000045498,Announcement ...,1932-1933,1933
mdp.39015077024407,ic,34921602,000045498,Announcement ...,1933-1934,1934
mdp.39015077024415,ic,34921602,000045498,Announcement ...,1934-1935,1935
mdp.39015077024423,ic,34921602,000045498,Announcement ...,1935-1936,1936
mdp.39015077024431,ic,34921602,000045498,Announcement ...,1936-1937,1937
mdp.39015077024449,ic,34921602,000045498,Announcement ...,1937-1938,1938
mdp.39015077024456,ic,34921602,000045498,Announcement ...,1938-1939,1939
mdp.39015077024464,ic,34921602,000045498,Announcement ...,1939-1940,1940
mdp.39015077024472,ic,34921602,000045498,Announcement ...,1940-1941,1941
mdp.39015077024480,ic,34921602,000045498,Announcement ...,1941-1942,1942
mdp.39015077024498,ic,34921602,000045498,Announcement ...,1942-1943,1943
mdp.39015077024506,ic,34921602,000045498,Announcement ...,1943-1946,1946
mdp.39015077024514,ic,34921602,000045498,Announcement ...,1969-1970,1970
mdp.39015077024522,ic,34921602,000045498,Announcement ...,1970-71,1971
mdp.39015077024548,ic,34921602,000045498,Announcement ...,1973-74,1974
mdp.39015072773313,pd,34921602,000045498,Announcement ...,announcement 1880-1881 catalogue of session 1879-1880,1881
mdp.39015072773305,pd,34921602,000045498,Announcement ...,1885-1886,1886
mdp.39015072773297,pd,34921602,000045498,Announcement ...,1883-1884,1884
mdp.39015072772653,pd,34921602,000045498,Announcement ...,1887-1888,1888
mdp.39015072772661,pd,34921602,000045498,Announcement ...,1889-1890,1890
mdp.39015072772679,pd,34921602,000045498,Announcement ...,1890-1891,1891
mdp.39015072772687,pd,34921602,000045498,Announcement ...,1891-1892,1892
mdp.39015072772695,pd,34921602,000045498,Announcement ...,1892-1893,1893
mdp.39015072772703,pd,34921602,000045498,Announcement ...,1893-1894,1894
mdp.39015072772711,pd,34921602,000045498,Announcement ...,1894-1895,1895
mdp.39015072772729,pd,34921602,000045498,Announcement ...,1896-1897,1897
mdp.39015072772737,pd,34921602,000045498,Announcement ...,1897-1898,1898
mdp.39015072772745,pd,34921602,000045498,Announcement ...,1898-1899,1899
mdp.39015072772752,pd,34921602,000045498,Announcement ...,1899-1900,1900
mdp.39015072772760,pd,34921602,000045498,Announcement ...,1900-1901,1901
mdp.39015072772778,pd,34921602,000045498,Announcement ...,1901-1902,1902
mdp.39015072772786,pd,34921602,000045498,Announcement ...,1902-1903,1903
mdp.39015072772794,pd,34921602,000045498,Announcement ...,1903-1904,1904
mdp.39015072772802,pd,34921602,000045498,Announcement ...,1904-1905,1905
mdp.39015009459051,ic,30323164,000045508,Announcement / School of Music.,1929-34,1934
mdp.39015009459077,ic,30323164,000045508,Announcement / School of Music.,1940-47,1947
mdp.39015009459085,ic,30323164,000045508,Announcement / School of Music.,1947-59,1959
mdp.39015009459119,ic,30323164,000045508,Announcement / School of Music.,1961-62,1962
mdp.39015009459127,ic,30323164,000045508,Announcement / School of Music.,1962-63,1963
mdp.39015009459135,ic,30323164,000045508,Announcement / School of Music.,1964-65,1965
mdp.39015009458947,ic,30323164,000045508,Announcement / School of Music.,1965-66,1966
mdp.39015009458939,ic,30323164,000045508,Announcement / School of Music.,1965-66,1966
mdp.39015009429799,ic,30323164,000045508,Announcement / School of Music.,1966-71,1971
mdp.39015009459093,ic,30323164,000045508,Announcement / School of Music.,1969-74,1974
mdp.39015039167047,ic,30323164,000045508,Announcement / School of Music.,1941-1945,1945
mdp.39015039167021,ic,30323164,000045508,Announcement / School of Music.,1961-1965,1965
mdp.39015039167039,ic,30323164,000045508,Announcement / School of Music.,1947-1955,1955
mdp.39015018736507,ic,30323164,000045508,Announcement / School of Music.,1958-1959,1959
mdp.39015018736853,ic,30323164,000045508,Announcement / School of Music.,1963-1964,1964
mdp.39015009459069,ic,30323164,000045508,Announcement / School of Music.,1934-1940,1940
mdp.39015058143069,pd,30323164,000045508,Announcement / School of Music.,1892/1893,1893
mdp.39015058143051,pd,30323164,000045508,Announcement / School of Music.,1887/1888,1888
mdp.39015009459176,pd,29983957,000046190,School of Music programs.,1930-38,1938
mdp.39015009459184,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1938-44,1944
mdp.39015027703068,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1940-41,1941
mdp.39015027703076,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1941-42,1942
mdp.39015027703084,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1942-43,1943
mdp.39015027703092,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1943-44,1944
mdp.39015009459192,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1944-45,1945
mdp.39015009459358,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1945-46,1946
mdp.39015009459200,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1946-47,1947
mdp.39015027703100,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1947-48,1948
mdp.39015027703118,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1948-49,1949
mdp.39015009459234,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1949-50,1950
mdp.39015009459341,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1950-51,1951
mdp.39015009459333,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1951-52,1952
mdp.39015009459325,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1952-53,1953
mdp.39015027703258,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1953-54,1954
mdp.39015027703266,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1954-55,1955
mdp.39015027703274,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1955-56,1956
mdp.39015009459283,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1956-57,1957
mdp.39015027703282,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1957-58,1958
mdp.39015009459267,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1958-59,1959
mdp.39015027703290,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1959-60,1960
mdp.39015009459242,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1960-61,1961
mdp.39015009459515,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1961-62,1962
mdp.39015009459507,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1962-63,1963
mdp.39015009459499,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1963-64,1964
mdp.39015009459481,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1964-65,1965
mdp.39015009459473,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1965-66,1966
mdp.39015009459465,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1966-67,1967
mdp.39015009459457,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1967-68,1968
mdp.39015009459440,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1968-69,1969
mdp.39015009459432,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1969-70,1970
mdp.39015009459424,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1970-71,1971
mdp.39015009459416,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1971-72,1972
mdp.39015009459408,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1972-73,1973
mdp.39015009459390,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1973-74,1974
mdp.39015009459382,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1974-75,1975
mdp.39015009459374,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1975-76,1976
mdp.39015009459366,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1976-77,1977
mdp.39015009459523,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1977-78,1978
mdp.39015009459531,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1978-79,1979
mdp.39015009459556,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1979-80,1980
mdp.39015009459549,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1980-81,1981
mdp.39015009459564,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1981-82,1982
mdp.39015009459572,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1982-83,1983
mdp.39015009459598,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1983-84,1984
mdp.39015009710875,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1984-85,1985
mdp.39015009743892,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1985-86,1986
mdp.39015013613206,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1986-87,1987
mdp.39015013623957,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1987-88,1988
mdp.39015020332006,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1988-89,1989
mdp.39015024126545,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1989-90,1990
mdp.39015024126537,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1990-91,1991
mdp.39015024126529,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1991-92,1992
mdp.39015025455950,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1992-93,1993
mdp.39015031178570,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1993-94,1994
mdp.39015035633406,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1994-95,1995
mdp.39015035633414,cc-by-nc-4.0,29983957,000046190,School of Music programs.,1995-96,1996
