num_of_items,oclc identifier,source institution identifier,source,title,imprint,copyright statuses of publications in series,publication date range,enumerations,earliest publication,latest publication,all publication dates
1,49705123,004323868,mdp,When the stakes are high : deterrence and conflict among major powers / Vesna Danilovic.,"University of Michigan Press, c2002.",ic-world,,,2002,2002,
2,48147825,003566782,mdp,CAEN newsletter.,"University of Michigan Computer Aided Engineering Network,",ic-world,1993-1995,9 and 11,1993,1995,
1,44650769,003559864,mdp,"Borders of being : citizenship, fertility, and sexuality in Asia and the Pacific / edited by Margaret Jolly and Kalpana Ram.","University of Michigan Press, c2001.",ic-world,,,2001,2001,
1,42437190,004120095,mdp,"Polycentricity and local public economies : readings from the Workshop in Political Theory and Policy Analysis / Michael D. McGinnis, editor.","University of Michigan Press, c1999.",ic,,,1999,1999,
1,28287770,002639032,mdp,Evolutionary changes in Chinese culture / Martin K. Whyte.,"University of Michigan, [1988]",ic,,,1988,1988,
1,3162089,001156704,mdp,A guide to the work of executive agencies in Michigan.,"Institute of Public Administration, University of Michigan, 1959.",pd,,,1959,1959,
1,2123795,000716858,mdp,"Ann Arbor architecture : a sesquicentennial selection / The University of Michigan Museum of Art, August-September, 1974.","University of Michigan Museum of Art, [1974?].",ic,,,1974,1974,
1,29674510,002754188,mdp,"Labour history--social history--Alltagsgeschichte : experience, culture, and the politics of the everyday : a new direction for German social history? / Geoff Eley.","University of Michigan, [1989]",ic,,,1989,1989,
1,1597307,000659037,mdp,"The Low countries and the hundred years' war, 1326-1347, by Henry Stephen Lucas.","University of Michigan, 1929.",pd,,,1929,1929,
1,1039565,001006006,mdp,"Kurdish readers,",University of Michigan press [1967],ic,,,1967,1967,
9,9579579,004526790,mdp,Cross currents.,"Dept. of Slavic Languages and Literatures, University of Michigan, c1982-1990.",ic and und,1983-1993,7,1983,1993,
19,291210044,002226846,mdp,"Combustion engine economy, emissions and controls.","University of Michigan, College of Engineering, [1984-",ic,1984-1999,,1984,1999,
1,20950937,005145707,mdp,Teacher's manual for Elementary Latin : the basic structures / by Grace A. Crawford ... [et al.],"University of Michigan Press, c1965.",ic,,,1965,1965,
1,66896470,000836991,mdp,"Review and self-test questions to accompany Restorative dental materials, 7th edition / John M. Powers and Robert G. Craig.","Dept. of Dental Materials, School of Dentistry, The University of Michigan, c1985.",ic,,,1985,1985,
1,45002068,003559894,mdp,"The well-being of children and families : research and data needs / Arland Thornton, editor.","University of Michigan Press, c2001.",ic,,,2001,2001,
1,923900,GLAD67385197-B,uc1,"Contemporary French poetry; fourteen witnesses of man's fate, edited by Alexander Aspel and Donald Justice. Introd. by Alexander Aspel. Postface by Paul Engle.",University of Michigan Press [1965],ic,,,1965,1965,
1,4954423,1819095,inu,The effects of sewage effluent on wetland ecosystems/ by  Robert H. Kadlec... [et al],University of Michigan 1975,ic,,,1975,1975,
1,38535923,.b20040623,uc1,Postmodern/drama : reading the contemporary stage / Stephen Watt,"University of Michigan Press, c1998",ic,,,1998,1998,
1,63237076,965175,coo,"Similarity analyses of partial differential equations : final report / Tsung-Yen Na, Douglas E. Abbott, Arthur G. Hansen.","University of Michigan, Dearborn Campus, Division of Engineering, 1967.",ic,,,1967,1967,
11,53490695,000223819,mdp,Complete prose works of Matthew Arnold / edited by R. H. Super.,"University of Michigan Press, 1960-",ic,,1-11,,,
1,40167139,003304226,mdp,"The graduate program in museum practice and the museum seminars: the first twenty years. An informal and nostalgic history as presented on September 22, 1979 with a few amendments and additions, by Charles H. Sawyer.","University of Michigan, 1980.",ic,,,1980,1980,
1,5275080,"000756130,000756716",mdp,"Application of internal medicine to dentistry 606 / Martin J. Nemiroff, James H. Feiker.","School of Dentistry, University of Michigan, 1975.",ic,,,1975,1975,
1,25511623,005051364,mdp,"Never say never II : fiction, poetry, essays, recollections / by members of the Turner Writing Groups ; edited by Leland Brown and Ruth Campbell ; introduction by Leland Brown.","Turner Geriatric Services, University of Michigan Hospitals, 1991.",ic,,,1991,1991,
2,31457603,002897004,mdp,"Proceedings of the Workshop on Marine Riser Mechanics : September 29-October 1, 1992, Ann Arbor, Michigan / edited by Michael M. Bernitsas.","University of Michigan?, 1993?]",ic,,1-2,1993,1993,
1,15691635,004740219,miua,"Diver assessment of the inshore southeastern Lake Michigan environment near the D.C. Cook Nuclear Plant, 1973-1982 / John A. Dorr III and David J. Jude.","University of Michigan, [1986?].",ic,,,1986,1986,
1,40586302,003313269,mdp,"Modern painting, : a series of twelve radio discussions on modern painters and their works, / prepared and presented by Dr. Carl D. Sheppard, jr. ... Bound with prints inserted for Provost James P. Adams.","University of Michigan Broadcasting service, Extension service, [1947]",und,,,1947,1947,
2,1695593,000060524,mdp,Discussion papers.,"Dept. of Geography, University of Michigan.",ic and und,1968-1999,,1968,1999,
1,28676445,002806371,mdp,Postmodern theatric(k)s : monologue in contemporary American drama / Deborah R. Geis.,"University of Michigan Press, c1993.",ic,,,1993,1993,
1,24380287,003074954,mdp,"Poems of the five mountains : an introduction to the literature of the Zen monasteries / [introduction, notes, and translation by] Marian Ury.","Center for Japanese Studies, University of Michigan, 1992.",ic,,,1992,1992,
1,12739035,001477311,mdp,The spectra of stars belonging to class R of the Draper classification ...,"University of Michigan, Detroit observatory, 1916.",pd,,,1916,1916,
1,53276288,004725980,mdp,"Rogues and early modern English culture / Craig Dionne and Steve Mentz, editors.","University of Michigan Press, c2004.",ic-world,,,2004,2004,
1,49936016,004323866,mdp,"Interfaces : women, autobiography, image, performance / Sidonie Smith and Julia Watson, editors.","University of Michigan Press, c2002.",ic and ic-world,,,2002,2002,
1,12764231,002649528,mdp,"A statement of the objectives and organization of the Association, together with a report of the Fifth International Congress of Gerontology / The International Association of Gerontology.","published for the Association by Division of Gerontology, The University of Michigan, c1962.",und,,,1962,1962,
1,22508899,002455155,mdp,Information and legislative organization / Keith Krehbiel.,"University of Michigan Press, c1991.",ic,,,1991,1991,
1,40943318,.b20519072,uc1,Memory-theater and postmodern drama / Jeanette R. Malkin,"University of Michigan Press, c1999",ic,,,1999,1999,
1,23312734,001090466,mdp,"FORTRAN 77 with MTS and the IBM PC / by Brice Carnahan, James O. Wilkes.","Collegeof Engineering, University of Michigan, c1988.",ic-world,,,1988,1988,
1,491057786,005840237,mdp,"Bylaws of the Board of Regents, the University of Michigan.","University of Michigan, 1958.",pd,,,1958,1958,
1,31295067,.b18742312,uc1,The Aeneid / Virgil ; translated by Edward McCrorie ; with a foreword by Vincent J. Cleary,"University of Michigan Press, c1995",ic,,,1995,1995,
1,41628284,003503086,mdp,After the deluge : regional crises and political consolidation in Russia / Daniel S. Treisman.,"University of Michigan Press, c1999.",ic-world,,,1999,1999,
1,44613572,009925037,mdp,"The work of angels : the Book of Kells in context, an exhibition held at the University of Michigan, Dearborn, February 24-March 13, 2000 / edited by William J. Travis ; with essays by Sarah Alexander, ... (et al.)","University of Michigan-Dearborn, 2000]",ic,,,2000,2000,
1,11045195,000455199,mdp,Robert Bly : when sleepers awake / edited by Joyce Peseroff.,"University of Michigan Press, c1984.",ic,,,1984,1984,
1,21244752,000483828,mdp,Introduction to the MTS file editor.,"University of Michigan Computing Center, c1986.",ic-world,,,1986,1986,
1,23319138,001156700,mdp,The voter and the Michigan constitution in 1958.,"Bureau of Government, Institute of Public Administration, University of Michigan, 1958.",und,,,1958,1958,
1,33939525,003016998,mdp,Why state and local economic development programs cause so little economic development / by Margaret E. Dewar.,"University of Michigan, College of Architecture + Urban Planning, 1994]",ic,,,1994,1994,
1,12103624,000905569,mdp,"Home remedies and the Black elderly : a reference manual for health care providers / Eddie L. Boyd, Leslie A. Shimp, Marvie Jarmon Hackney.","Institute of Gerontology and College of Pharmacy, University of Michigan, c1984.",ic,,,1984,1984,
1,32859231,003065068,mdp,Parity and war : evaluations and extensions of The war ledger / edited by Jacek Kugler and Douglas Lemke.,"University of Michigan Press, c1996.",ic,,,1996,1996,
1,13150377,732658,uc1,The market for automobiles and the future of the automobile industry / by George Bittlingmayer.,"University of Michigan, [1983]",ic,,,1983,1983,
1,2750981,001496369,mdp,"Mosses of the Great Lakes Forest, by Howard Crum.","University Herbarium, University of Michigan, 1973.",ic and pdus,,,1973,1973,
2,612319,001106768,mdp,Retirement villages.,"Division of Gerontology, University of Michigan, 1961.",und,,,1961,1961,
1,2202208,000709818,mdp,Experiment in a juvenile court : a study of a program of volunteers working with juvenile probationers / by Robert J. Berger ... [et al.].,"Institute for Social Research, University of Michigan, 1975.",ic-world,,,1975,1975,
1,23331048,002074717,mdp,"Nursing care for the aged proceedings for the Inservice training course held June 21-25, 1954.","Distributed by University of Michigan Press, 1954?",und,,,1954,1954,
1,18878935,001288439,mdp,"Violence in the model city : the Cavanagh administration, race relations, and the Detroit riot of 1967 / Sidney Fine.","The University of Michigan Press, c1989.",ic,,,1989,1989,
1,14511647,000877454,mdp,Michigan : the past 25 years; the next 25 years.,"The University of Michigan-Dearborn, [1985?].",ic,,,1985,1985,
1,635551,GLAD151217316-B,uc1,Employee interest in company success.,"Bureau of Industrial Relations, University of Michigan [1956]",pd,,,1956,1956,
1,9129715,004739892,miua,"Lake Huron bibliography, with limited summaries / by Ronald Rossmann, Thomas Treese.","Great Lakes Research Division, Great Lakes and Marine Waters Center, University of Michigan, 1981.",ic,,,1981,1981,
1,46676363,004158509,mdp,Karanis : topographical and architectural report of excavations during the seasons 1924-28 / by Arthur E. R. Boak and Enoch E. Peterson.,"University of Michigan Press, 1931.",ic and und,,,1931,1931,
1,309016,001682677,mdp,"The formulation of British colonial education policy, 1923-1948.","University of Michigan, School of Education, c1971.",ic,,,1971,1971,
4,46676365,004158517,mdp,"Royal correspondence of the Assyrian Empire. Translated into English, with a transliteration of the text and a commentary.","University of Michigan Press, 1930-36.",ic,,17-20,1936,1936,
1,32897137,002989779,mdp,Early settlement and irrigation on the Deh Luran Plain : village and early state societies in southwestern Iran / by James A. Neely and Henry T. Wright.,"University of Michigan, Museum of Anthropology, 1994.",ic,,,1994,1994,
1,31737605,.b18568087,uc1,Becoming what one is / Austin Warren,"University of Michigan Press, c1995",ic,,,1995,1995,
1,3302499,003298456,mdp,"Absences and employee attitudes in an electric power company / by Floyd Mann, Howard Baumgartel.","Survey Research Center, University of Michigan, c1952.",ic-world,,,1952,1952,
1,644259879,009933149,mdp,While other children played : a hidden child remembers the Holocaust / Erna Gorman ; edited by Barbara J. Kriigel ; foreword by Sidney M. Bolkosky.,"Voice/Vison Holocaust Survivor Oral History Archive, University of Michigan-Dearborn, c2010.",ic,,,2010,2010,
1,78438600,a36085,pst,"Proceedings ... Oct. 13-15, 1960 / [held at] the University of Michigan, Horace H. Rackham school of graduate studies [and] sponsored by the University of Michigan language laboratory, the Bureau of school services, the University of Michigan extension service.","College of literature, science and the arts, The University of Michigan, 1961].",ic,,,1961,1961,
1,28178834,002631249,mdp,"""Exterminating gestures : on linking the coercive and discursive moments of power"" / David Scobey.","University of Michigan, [1992]",ic,,,1992,1992,
1,40588588,003350314,mdp,Space in performance : making meaning in the theatre / Gay McAuley.,"University of Michigan Press, c1999.",ic,,,1999,1999,
1,32239132,003085399,mdp,"Freudian slips : woman, writing, the foreign tongue / Mary S. Gossy.","University of Michigan Press, c1995.",ic and ic-world,,,1995,1995,
1,57344028,005028920,mdp,College knowledge : 101 tips for the college-bound student / David Schoem.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,32060075,002935571,mdp,"Supplemental readings : 614, 621, 631 / [Gerald T. Charbeneau, et al.].","University of Michigan, School of Dentistry, 1983?], c1981.",ic,,,1983,1983,
1,1836888,GLAD67411675-B,uc1,Skein-winding reels; studies in word history and etymology.,University of Michigan Press [1957],pd,,,1957,1957,
1,60373457,005084722,mdp,American prophet : the life & work of Carey McWilliams / Peter Richardson.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,17211,003934124,mdp,"The Naomikong Point site and the dimensions of Laurel in the Lake Superior region, by Donald E. Janzen.","University of Michigan, 1968.",ic,,,1968,1968,
1,6832271,005091191,mdp,Latin workshop experimental materials. edited by the members of the Latin Workshop under the direction of Waldo E. Sweet.,"University of Michigan Press, c1953.",pd,,,1953,1953,
1,23344770,001741662,mdp,"Residential location and urban mobility; the second wave of interviews. Prepared for the U.S. Department of Commerce, Bureau of Public Roads.","Survey Research Center, Institute for Social Research, University of Michigan, 1966.",ic,,,1966,1966,
1,77130088,a3528058,pst,War poetry of the South / edited by William Gilmore Simms.,"University Library, University of Michigan, [200_]",ic,,,2006,2006,
1,24896984,.b12315424,uc1,Four comedies / by Aristophanes.,"University of Michigan Press, 1990.",ic,,,1990,1990,
1,20246557,003153080,mdp,"A man and his family : Henry Howland Crapo / by Richard J. Meister. And, The Crapos, the Willsons, the Durants / by Richard P. Scharchburg.","University of Michigan--Flint Archives, [1982]",ic,,,1982,1982,
1,27933861,.b32166539,uc1,Taxes and the form of ownership of foreign corporate equity / Roger H. Gordon and Joosung Jun,"Institute of Public Policy Studies, University of Michigan, [1991]",ic,,,1991,1991,
1,56329836,.b23599510,uc1,Vergil's Aeneid and the Roman self : subject and nation in literary discourse / Yasmin Syed,"University of Michigan Press, c2005",ic and ic-world,,,2005,2005,
1,41548566,004120093,mdp,Passionate journeys : why successful women joined a cult / Marion S. Goldman.,"University of Michigan Press, c1999.",ic-world,,,1999,1999,
1,51984892,004358040,mdp,Schoolbook nation : conflicts over American history textbooks from the Civil War to the present / Joseph Moreau.,"University of Michigan Press, 2003.",ic-world,,,2003,2003,
1,871894,002245840,mdp,An annotated bibliography of Chinese painting catalogues and related texts.,"Center for Chinese Studies, University of Michigan, 1973.",ic,,,1973,1973,
1,8339750,.b14451670,uc1,"Housing and household work : Sicily and New York, 1890-1910 / Donna Gabaccia.","Women's Studies Program, University of Michigan], 1981.",ic,,,1981,1981,
1,449306,001241122,mdp,The Near East; a modern history.,University of Michigan Press [1968],ic,,,1968,1968,
1,49690769,004289636,mdp,Building academic vocabulary / Lawrence J. Zwier ; [illustrations by Barbara Goodsit and Christian Holoka].,"University of Michigan Press, 2002.",ic,,,2002,2002,
1,23310646,000126392,mdp,"A report to the Regents on minority recruitment, enrollment, retention, and graduation at the University of Michigan, Fall, 1980 / Office of Academic Affairs.","University of Michigan], Office of Academic Affairs, 1981.",ic,,,1981,1981,
1,45156,001221640,mdp,"Vergil and classical hexameter poetry; a study in metrical variety, by George E. Duckworth.",University of Michigan Press [1969],ic,,,1969,1969,
1,31331362,002973201,mdp,"The darker side of the Renaissance : literacy, territoriality, and colonization / Walter D. Mignolo.","University of Michigan Press, c1995.",ic,,,1995,1995,
1,337947,001222585,mdp,Aristotle: Poetics. Translated with an introd. and notes by Gerald F. Else.,University of Michigan Press [1967],ic,,,1967,1967,
1,11960043,004742377,miua,Entrainment of phytoplankton at the Donald C. Cook nuclear plant-1980-1982 / James Barres...[et al.].,"Great Lakes Research Division, University of Michigan, 1984.",ic,,,1984,1984,
12,5721889,"000068020,005341080",mdp,Surveys of consumer attitudes.,"Institute for Social Research, Survey Research Center, University of Michigan,",ic and ic-world,1981-1987,,1981,1987,
1,39556462,004572643,mdp,Information and elections / R. Michael Alvarez.,"University of Michigan Press, c1998.",ic and ic-world,,,1998,1998,
1,26513686,002562608,mdp,Integrated clinical sciences IV : complete denture prosthodontics #622 / edited by Brien R. Lang.,"University of Michigan Dental Publications, c1991.",ic,,,1991,1991,
1,25965213,002586230,mdp,Collective action : theory and applications / Todd Sandler.,"University of Michigan Press, c1992.",ic,,,1992,1992,
1,32548262,.b18886644,uc1,"Siren songs : gender, audiences, and narrators in the Odyssey / Lillian Eileen Doherty","University of Michigan Press, c1995",ic and ic-world,,,1995,1995,
1,65177821,005595580,mdp,Are genes Jewish? : conceptual ambiguities in the new genetic age / Susan Martha Kahn.,"Jean and Samuel Frankel Center for Judaic Studies, The University of Michigan, 2005.",ic,,,2005,2005,
1,29183510,002616220,mdp,The social and cultural history of medicine and health : a guide to bibliographic resources at the University of Michigan / [compiled and written by] Martin S. Pernick.,"Historical Center for the Health Sciences, University of Michigan, 1991.",ic,,,1991,1991,
1,7170918,000127269,mdp,"Michigan trees : a guide to the trees of Michigan and the Great Lakes region / Burton V. Barnes and Warren H. Wagner, Jr.","University of Michigan Press, [1981]",ic,,,1981,1981,
5,31889880,002910712,mdp,Computer networking.,"University of Michigan, Continuing Engineering Education, 1992-",ic,1992-1995,1,1992,1995,
1,2401979,000743063,mdp,Capital shortage : real or imagined? / Andrew F. Brimmer.,"Graduate School of Business Administration, University of Michigan, c1976.",ic,,,1976,1976,
2,"214208237,867536",000013431,mdp,Truth and value in Nietzsche; a study of his metaethics and epistemology [by] John T. Wilcox. With a foreword by Walter Kaufmann.,University of Michigan Press [1974],ic,,,1974,1974,
1,13752562,1019127,uc1,Information systems and competitive economic performance : reflections on U.S. and Japanese practices / by Robert E. Cole.,"University of Michigan, [1984]",ic,,,1984,1984,
1,"21551037,216519042",GLAD117660938-B,uc1,"A design approach, a critical analysis as applied to land development problems [by] James E. Christman, Richard R. Wilkinson [and] Wm. J. Johnson.","University of Michigan, Dept. of Landscape Architecture [1964?]",ic,,,1964,1964,
1,2728629,001513001,mdp,"Mechanical properties of certain tropical woods, chiefly from South America","University of Michigan press, 1938.",pd,,,1938,1938,
1,32016052,003110128,mdp,Beyond confrontation : learning conflict resolution in the post-Cold War era / [edited by] John A. Vasquez ... [et al.].,"University of Michigan Press, c1995.",ic,,,1995,1995,
1,18335144,004972020,mdp,"Sexual health and diabetes / Linda K. Strodtman, Ralph F. Knopf, Martha M. Funnell.","University of Michigan, c1988.",ic,,,1988,1988,
1,6487525,000744759,mdp,Occupational stress and the mental and physical health of factory workers / James S. House.,"Survey Research Center, Institute for Social Research, University of Michigan, 1980.",ic,,,1980,1980,
4,11944882,000527346,mdp,Alumni-in-residence program.,"School of Library Science, University of Michigan.",ic,1975-1983,,1975,1983,
1,27933718,.b32457121,uc1,The effects of U.S. trade laws on poverty in America / Alan V. Deardorff and Jon D. Haveman,"Institute of Public Policy Studies, University of Michigan, [1991]",ic,,,1991,1991,
4,7633283,3973169,uc1,University of Michigan studies.,"University of Michigan Press,",und and pd,1914-1916,1-2,1914,1916,
1,187417695,005927105,mdp,"When women have wings : feminism and development in Medellín, Colombia / Donna F. Murdock.","University of Michigan Press, c2008.",ic,,,2008,2008,
1,20221341,001837468,mdp,Antidumping law and practice : a comparative study / edited by John H. Jackson and Edwin A. Vermulst.,"University of Michigan Press, c1989.",ic,,,1989,1989,
1,66907282,000922144,mdp,"The Impact of change : an examination of the planning and design requirements of the dealership of the future / this study was carried out by, Colin Clipson ... [et al.].","Architectural Research Laboratory, College of Architecture and Urban Planning, University of Michigan, [1979]",ic,,,1979,1979,
1,31766261,002906052,mdp,Functional occlusion II / Major M. Ash ... [et al.],"University of Michigan, School of Dentistry, 1987, c1980.",ic,,,1987,1987,
1,44555829,003541431,mdp,"The enigma of the vertical dimension / volume editor, James A. McNamara, Jr.","Center for Human Growth and Development, University of Michigan, c2000.",ic,,,2000,2000,
1,31858493,002909261,mdp,"Machine vision / University of Michigan, Continuing Engineering Education.","Continuing Engineering Education, University of Michigan, 1991.",ic,,,1991,1991,
1,31858490,002909259,mdp,"Advances in production and quality systems / University of Michigan, Continuing Engineering Education.","Continuing Engineering Education, University of Michigan, 1991.",ic,,,1991,1991,
1,31858491,002909260,mdp,"Kinetics, reaction pathways and catalysis / University of Michigan, Continuing Engineering Education.","Continuing Engineering Education, University of Michigan, 1991.",ic,,,1991,1991,
1,34609558,.b34564263,uc1,Tax effects on foreign direct investment in the U.S. : evidence from a cross-country comparison / by Joel Slemrod,"Research Seminar in International Economics, Dept. of Economics, University of Michigan, [1989]",ic,,,1989,1989,
1,local (non-oclc): 5586610,5586610,inu,"Greek syntax : early Greek poetic and Herodotean syntax / by Guy L. Cooper, III after K.W. Krüger.","University of Michigan Press, c2002.",ic,,4,2002,2002,
1,5583536,812737,inu,Paying for public schools in Michigan.,"University of Michigan Press, 1951.",ic,,,1951,1951,
1,47198503,000468225,mdp,"Civilian labor force, employment and unemployment forecasts for the Lansing-East Lansing SMSA.","Institute of Labor and Industrial Relations, University of Michigan - Wayne State University, [1976]",ic,,,1976,1976,
1,3628129,000783868,mdp,Botanical results of the Sessé & Mociño Expedition (1787-1803) / Rogers McVaugh.,"University Herbarium, University of Michigan, 1977- .",ic,,,,,
1,14616496,002068065,mdp,"Handicapped children: problems, programs, services in Michigan.","University of Michigan, School of Public Health; distributed by Continued Education Service, 1961]",und,,,1961,1961,
1,8491412,000824151,mdp,"American National Election Study, 1970 / principal investigator, Center for Political Studies, University of Michigan.","Inter-University Consortium for Political Studies, University of Michigan.",ic,,,1981,1981,
1,38214149,003203593,mdp,"John Sundwall, 1880-1950. Memorial assembly, April 19, 1951.",University of Michigan School of Public Health [1951],und,,,1951,1951,
2,14730078,001107440,mdp,"An elementary manual of dental library practice, by Inez Bowler.","The University of Michigan press, 1932.",pd,,,1932,1932,
1,31167081,002995901,mdp,Party conflict and community development : postwar politics in Ann Arbor / Samuel J. Eldersveld.,"University of Michigan Press, c1995.",ic,,,1995,1995,
1,2128685,003553169,mdp,Ethical issues of population policy in social work practice : discussion outline and summarized references / compiled by Helen J. Hunter.,"Social Work Education and Population Planning Project, University of Michigan. 1976.",ic,,,1976,1976,
1,1892373,001683066,mdp,The male phallus in mice of the genus Peromyscus.,"Museum of Zoology, University of Michigan, 1958.",pd,,,1958,1958,
1,48816802,.b34983831,uc1,"An economic assessment of the integration of Czechoslovakia, Hungary, and Poland into the European Union / Drusilla K. Brown ... [et. al.]","Research Forum on International Economics, School of Public Policy, University of Michigan, [1995]",ic,,,1995,1995,
1,31167088,002974382,mdp,When opponents cooperate : great power conflict and collaboration in world politics / Benjamin Miller.,"University of Michigan Press, 1995.",ic-world,,,1995,1995,
1,339636,001003852,mdp,"Selected writings. Translated and edited, with an introd., by Glenn S. Burne.","University of Michigan Press, [1966]",ic,,,1966,1966,
1,6359796,6304849,wu,"Human relations program, the first three years of development.","Institute for Social Research, University of Michigan, 1950.",ic-world,,,1950,1950,
1,35060831,003847184,mdp,"Intellectual history and academic culture at the University of Michigan : fresh explorations / Margaret A. Lourie, editor.","Horace H. Rackham School of Graduate Studies, University of Michigan, 1989.",cc-by-nc-3.0,,,1989,1989,
1,19261690,356501,inu,Cattle marketing in Upper Volta : major research results / by Larry Herman.,"Center for Research on Economic Development, University of Michigan, [1978]",ic,,,1978,1978,
1,46363217,003567767,mdp,"Safety belt use in five Wayne County communities : Fall 2000 / David W. Eby, Tiffani A. Fordyce, Jonathon M. Vivoda.","University of Michigan, Transportation Research Institute, [2000]",ic,,,2000,2000,
1,22385696,002428309,mdp,On the poetry of Philip Levine : stranger to nothing / edited by Christopher Buckley.,"University of Michigan Press, c1991.",ic,,,1991,1991,
1,225869783,005671846,mdp,"The lure of distant lands : European travellers 1790-1850 / originally curated by Dan Williams-Capone, revised by Kathryn Beam.","University of Michigan Library, 2005.",ic,,,2005,2005,
1,36261091,003192511,mdp,"Organizing for foreign policy crises : presidents, advisers, and the management of decision making / Patrick J. Haney.","University of Michigan Press, c1997.",ic,,,1997,1997,
1,34390139,.b34564159,uc1,"The linkage between domestic taxes and border taxes / byRoger H. Gordon, James Levinsohn","Dept. of Economics, University of Michigan, [1989]",ic,,,1989,1989,
1,49566366,.b22365977,uc1,"Analyzing performance : theater, dance, and film / Patrice Davis ; translated by David Williams","University of Michigan Press, c2003",ic,,,2003,2003,
1,8114387,000224099,mdp,Russian formalist film theory / Herbert Eagle.,"Dept. of Slavic Languages and Literatures, University of Michigan, c1981.",ic,,,1981,1981,
1,48254184,003569223,mdp,"Training series on the application, design, and function of an automatic transmission system / by Karl Schneider.","University of Michigan College of Engineering Center for Professional Development, 2000.",ic,,,2000,2000,
1,14435141,002077460,mdp,Report on visit to Central and South America for the International Biological Program (IBP) aerobiology theme.,"University of Michigan, 1972.",ic,,,1972,1972,
1,32093780,.b1878821x,uc1,Actium and Augustus : the politics and emotions of civil war / Robert Alan Gurval,"University of Michigan Press, c1995",ic,,,1995,1995,
1,28940587,002780728,mdp,Catching on to American idioms / Esther Ellin-Elmakiss.,"University of Michigan Press, c1993.",ic,,,1993,1993,
1,21053150,001743267,mdp,The effectiveness of in-service training and of reduced workloads in aid to dependent children; a report of an experiment conducted in Michigan [by the State Department of Social Welfare and the University of Michigan School of Social Work. By] Edwin J. Thomas and Donna L. McLeod.,"School of Social Work, University of Michigan, 1957.",pd,,,1957,1957,
1,26364063,002612241,mdp,The changing American mind : how and why American public opinion changed between 1960 and 1988 / William G. Mayer.,"University of Michigan Press, c1992.",ic and ic-world,,,1992,1992,
1,40433326,003445674,mdp,"Titles, conflict, and land use : the development of property rights and land reform on the Brazilian Amazon frontier / Lee J. Alston, Gary D. Libecap, Bernardo Mueller.","University of Michigan Press, c1999.",ic-world,,,1999,1999,
4,864314118,012978484,mdp,Undergraduate catalog.,"University of Michigan--Dearborn, 2006-2013.",cc-by-nc-3.0,2008-2015,,2008,2015,
1,39933887,003550093,mdp,Incident Cost Analysis and Modeling Project : final report / a report from the CIC Security Working Group to the CIC Chief Information Officers.,"University of Michigan, c1998.",ic,,,1998,1998,
1,67374952,005420624,mdp,Queering mestizaje : transculturation and performance / Alicia Arrizón.,"University of Michigan Press, c2006.",ic,,,2006,2006,
1,27420731,002599523,mdp,"One hundred years of pharmacology, 1891-1991 : centennial, the University of Michigan / by Henry H. Swain.","University of Michigan, c1991.",ic,,,1991,1991,
1,56194835,005023651,mdp,Helping people help themselves : from the World Bank to an alternative philosophy of development assistance / David Ellerman.,"University of Michigan Press, c2005.",ic-world,,,2005,2005,
1,37806054,003252717,mdp,"The Absolute weapon revisited : nuclear arms and the emerging international order / edited by T.V. Paul, Richard J. Harknett, and James J. Wirtz.","University of Michigan Press, c1998.",ic,,,1998,1998,
1,32187752,002961416,mdp,The nature and status of ethnobotany / edited by Richard I. Ford ; with a new introduction by Richard I.Ford.,"Museum of Anthropology, University of Michigan, 1994.",ic,,,1994,1994,
1,248524,GLAD50732396-B,uc1,Private pensions and individual saving.,"Survey Research Center, Institute for Social Research, University of Michigan [1965]",ic-world,,,1965,1965,
1,306686,000310324,mdp,"Brief lives. Edited from the original manuscripts and with a Life of John Aubrey, by Oliver Lawson Dick. Foreword by Edmund Wilson.",University of Michigan Press [1962],und,,,1962,1962,
1,705991,002242757,mdp,Investment banking under the Securities and Exchange Commission.,"University of Michigan, School of Business Administration, Bureau of Business Research, 1900.",pd,,,1900,1900,
1,18411207,001076731,mdp,The retreat of the state : deregulation and privatization in the UK and US / Dennis Swann.,"University of Michigan Press, 1988.",ic,,,1988,1988,
1,253077,000334468,miun,Ancient Italy; a study of the interrelations of its peoples as shown in their arts.,"University of Michigan Press, 1955.",und,,,1955,1955,
1,17779385,000910999,mdp,Reader's choice / E. Margaret Baudoin ... [et. al.],"University of Michigan Press, 1988.",ic,,,1988,1988,
4,23328547,000369586,mdp,"ECF, early childhood facilities.","University of Michigan, 1970-",ic,,1-3,,,
1,1888922,001683033,mdp,"Goniobasis livescens of Michigan,","University of Michigan press, 1945.",pd,,,1945,1945,
1,29627995,.b26777460,uc1,Strategic alliances with the Japanese : the role of organizational learning / Vladimir Pucik,"Division of Research, School of Business Administration, University of Michigan, c1988",ic,,,1988,1988,
1,63277807,005247527,mdp,"Free trade & freedom : neoliberalism, place, and nation in the Caribbean / Karla Slocum.","University of Michigan Press, c2006.",ic-world,,,2006,2006,
1,78491862,004530292,mdp,Friendly persuasion : initiating reluctant faculty to the computer in the classroom. / L. D. Kugler and J. M. Snider.,"University of Michigan, [197?]",ic,,,1979,1979,
1,60550739,005076333,mdp,Islam and the prayer economy : history and authority in a Malian town / Benjamin F. Soares.,"University of Michigan Press, c2005.",ic,,,2005,2005,
